,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl,Player
10,2015-16,27,BRK,NBA,PF,73,73,2407,495,963,0.514,7,30,0.233,488,933,0.523,0.518,105,163,0.644,176,484,660,136,112,37,136,182,1102,,,"
Thaddeus Young
"
11,2016-17,28,IND,NBA,PF,74,74,2237,362,687,0.527,45,118,0.381,317,569,0.557,0.56,45,86,0.523,131,317,448,122,113,29,95,135,814,,,"
Thaddeus Young
"
12,2017-18,29,IND,NBA,PF,81,81,2607,421,864,0.487,58,181,0.32,363,683,0.531,0.521,55,92,0.598,184,328,512,152,135,36,105,175,955,,,"
Thaddeus Young
"
13,2018-19,30,IND,NBA,PF,81,81,2489,443,841,0.527,51,146,0.349,392,695,0.564,0.557,87,135,0.644,192,331,523,204,123,36,123,194,1024,,,"
Thaddeus Young
"
14,2019-20,31,CHI,NBA,PF,64,16,1591,269,601,0.448,79,222,0.356,190,379,0.501,0.513,42,72,0.583,94,221,315,117,92,23,102,134,659,,,"
Thaddeus Young
"
15,2020-21,32,CHI,NBA,PF,68,23,1652,370,662,0.559,12,45,0.267,358,617,0.58,0.568,71,113,0.628,168,255,423,291,74,40,137,152,823,,,"
Thaddeus Young
"
16,2021-22,33,TOT,NBA,PF,52,1,845,141,272,0.518,17,48,0.354,124,224,0.554,0.55,23,49,0.469,80,128,208,104,54,18,52,81,322,,,"
Thaddeus Young
"
17,2021-22,33,SAS,NBA,PF,26,1,370,74,128,0.578,0,5,0.0,74,123,0.602,0.578,10,22,0.455,40,53,93,59,23,7,30,38,158,,,"
Thaddeus Young
"
18,2021-22,33,TOR,NBA,PF,26,0,475,67,144,0.465,17,43,0.395,50,101,0.495,0.524,13,27,0.481,40,75,115,45,31,11,22,43,164,,,"
Thaddeus Young
"
0,2012-13,20,TOR,NBA,C,62,57,1482,204,366,0.557,0,0,,204,366,0.557,0.557,146,185,0.789,121,251,372,45,17,78,94,188,554,,0.0,"
Jonas Valančiūnas
"
1,2013-14,21,TOR,NBA,C,81,81,2282,359,676,0.531,0,1,0.0,359,675,0.532,0.531,198,260,0.762,226,488,714,57,24,71,136,249,916,,0.0,"
Jonas Valančiūnas
"
2,2014-15,22,TOR,NBA,C,80,80,2096,373,652,0.572,0,1,0.0,373,651,0.573,0.572,217,276,0.786,215,478,693,39,33,95,109,222,963,,0.0,"
Jonas Valančiūnas
"
3,2015-16,23,TOR,NBA,C,60,59,1557,303,536,0.565,0,0,,303,536,0.565,0.565,162,213,0.761,184,363,547,42,25,80,85,158,768,,0.0,"
Jonas Valančiūnas
"
4,2016-17,24,TOR,NBA,C,80,80,2066,391,702,0.557,1,2,0.5,390,700,0.557,0.558,176,217,0.811,226,533,759,57,37,63,106,216,959,,0.0,"
Jonas Valančiūnas
"
5,2017-18,25,TOR,NBA,C,77,77,1727,390,687,0.568,30,74,0.405,360,613,0.587,0.59,170,211,0.806,183,477,660,81,29,69,115,192,980,,0.0,"
Jonas Valančiūnas
"
6,2018-19,26,TOT,NBA,C,49,27,1091,301,538,0.559,14,48,0.292,287,490,0.586,0.572,147,185,0.795,106,313,419,70,19,53,90,146,763,,0.0,"
Jonas Valančiūnas
"
7,2018-19,26,TOR,NBA,C,30,10,564,149,259,0.575,9,30,0.3,140,229,0.611,0.593,77,94,0.819,54,162,216,29,13,23,39,82,384,,0.0,"
Jonas Valančiūnas
"
8,2018-19,26,MEM,NBA,C,19,17,527,152,279,0.545,5,18,0.278,147,261,0.563,0.554,70,91,0.769,52,151,203,41,6,30,51,64,379,,0.0,"
Jonas Valančiūnas
"
9,2019-20,27,MEM,NBA,C,70,70,1845,432,739,0.585,32,91,0.352,400,648,0.617,0.606,148,200,0.74,213,575,788,131,30,76,127,185,1044,,1.0,"
Jonas Valančiūnas
"
10,2020-21,28,MEM,NBA,C,62,61,1755,440,743,0.592,21,57,0.368,419,686,0.611,0.606,157,203,0.773,253,523,776,112,35,57,100,179,1058,,0.0,"
Jonas Valančiūnas
"
11,2021-22,29,NOP,NBA,C,74,74,2240,510,938,0.544,57,158,0.361,453,780,0.581,0.574,237,289,0.82,226,617,843,190,41,60,179,247,1314,,0.0,"
Jonas Valančiūnas
"
0,2014-15,27,UTA,NBA,SF,79,32,1673,147,354,0.415,72,202,0.356,75,152,0.493,0.517,30,40,0.75,22,153,175,182,72,10,98,124,396,,,"
Joe Ingles
"
1,2015-16,28,UTA,NBA,SF,81,2,1241,124,291,0.426,81,210,0.386,43,81,0.531,0.565,13,18,0.722,19,132,151,96,55,4,65,98,342,,,"
Joe Ingles
"
2,2016-17,29,UTA,NBA,SF,82,26,1972,204,451,0.452,123,279,0.441,81,172,0.471,0.589,50,68,0.735,23,238,261,225,96,8,107,163,581,,,"
Joe Ingles
"
3,2017-18,30,UTA,NBA,SF,82,81,2578,335,718,0.467,204,464,0.44,131,254,0.516,0.609,66,83,0.795,24,320,344,392,90,20,159,178,940,,,"
Joe Ingles
"
4,2018-19,31,UTA,NBA,PF,82,82,2568,359,802,0.448,189,483,0.391,170,319,0.533,0.565,87,123,0.707,35,295,330,469,98,20,193,180,994,,,"
Joe Ingles
"
5,2019-20,32,UTA,NBA,PF,72,45,2137,246,553,0.445,141,353,0.399,105,200,0.525,0.572,74,94,0.787,27,251,278,373,65,11,142,154,707,,,"
Joe Ingles
"
6,2020-21,33,UTA,NBA,SF,67,30,1867,275,562,0.489,183,406,0.451,92,156,0.59,0.652,76,90,0.844,27,217,244,318,45,12,117,120,809,,,"
Joe Ingles
"
7,2021-22,34,UTA,NBA,SF,45,15,1122,115,285,0.404,78,225,0.347,37,60,0.617,0.54,17,22,0.773,12,119,131,158,23,5,46,82,325,,,"
Joe Ingles
"
0,2014-15,23,CHI,NBA,SF,36,0,321,43,107,0.402,13,41,0.317,30,66,0.455,0.463,10,15,0.667,6,37,43,6,4,1,17,29,109,,,"
Doug McDermott
"
1,2015-16,24,CHI,NBA,SF,81,4,1861,291,644,0.452,110,259,0.425,181,385,0.47,0.537,72,84,0.857,37,158,195,59,14,6,53,127,764,,,"
Doug McDermott
"
2,2016-17,25,TOT,NBA,SF,66,5,1508,222,497,0.447,77,208,0.37,145,289,0.502,0.524,71,84,0.845,20,159,179,58,13,5,38,79,592,,,"
Doug McDermott
"
3,2016-17,25,CHI,NBA,SF,44,4,1078,166,373,0.445,56,150,0.373,110,223,0.493,0.52,59,67,0.881,14,116,130,45,11,4,32,57,447,,,"
Doug McDermott
"
4,2016-17,25,OKC,NBA,SF,22,1,430,56,124,0.452,21,58,0.362,35,66,0.53,0.536,12,17,0.706,6,43,49,13,2,1,6,22,145,,,"
Doug McDermott
"
5,2017-18,26,TOT,NBA,SF,81,4,1768,237,508,0.467,92,216,0.426,145,292,0.497,0.557,64,81,0.79,40,160,200,79,19,16,56,122,630,,,"
Doug McDermott
"
6,2017-18,26,NYK,NBA,SF,55,1,1172,151,328,0.46,53,137,0.387,98,191,0.513,0.541,40,53,0.755,33,101,134,50,10,12,34,73,395,,,"
Doug McDermott
"
7,2017-18,26,DAL,NBA,SF,26,3,596,86,180,0.478,39,79,0.494,47,101,0.465,0.586,24,28,0.857,7,59,66,29,9,4,22,49,235,,,"
Doug McDermott
"
8,2018-19,27,IND,NBA,SF,77,1,1340,207,422,0.491,84,206,0.408,123,216,0.569,0.59,66,79,0.835,17,92,109,67,18,8,42,104,564,,,"
Doug McDermott
"
9,2019-20,28,IND,NBA,PF,69,0,1372,267,547,0.488,128,294,0.435,139,253,0.549,0.605,48,58,0.828,26,148,174,78,12,5,42,117,710,,,"
Doug McDermott
"
10,2020-21,29,IND,NBA,PF,66,29,1619,354,665,0.532,111,286,0.388,243,379,0.641,0.616,80,98,0.816,60,161,221,85,20,6,53,117,899,,,"
Doug McDermott
"
11,2021-22,30,SAS,NBA,PF,51,51,1223,215,465,0.462,108,256,0.422,107,209,0.512,0.578,40,51,0.784,18,97,115,64,13,6,43,79,578,,,"
Doug McDermott
"
0,2015-16,20,PHI,NBA,PF,17,0,145,22,53,0.415,4,11,0.364,18,42,0.429,0.453,13,21,0.619,13,25,38,3,5,7,2,11,61,,,"
Christian Wood
"
1,2016-17,21,CHO,NBA,PF,13,0,107,12,23,0.522,0,5,0.0,12,18,0.667,0.522,11,15,0.733,14,15,29,2,3,6,7,11,35,,,"
Christian Wood
"
2,2018-19,23,TOT,NBA,PF,21,2,251,61,117,0.521,9,26,0.346,52,91,0.571,0.56,41,56,0.732,17,66,83,8,7,10,17,17,172,,,"
Christian Wood
"
3,2018-19,23,MIL,NBA,PF,13,0,62,12,25,0.48,3,5,0.6,9,20,0.45,0.54,10,15,0.667,4,16,20,2,0,0,3,3,37,,,"
Christian Wood
"
4,2018-19,23,NOP,NBA,PF,8,2,189,49,92,0.533,6,21,0.286,43,71,0.606,0.565,31,41,0.756,13,50,63,6,7,10,14,14,135,,,"
Christian Wood
"
5,2019-20,24,DET,NBA,PF,62,12,1325,288,508,0.567,54,140,0.386,234,368,0.636,0.62,180,242,0.744,104,286,390,60,34,54,84,98,810,,,"
Christian Wood
"
6,2020-21,25,HOU,NBA,C,41,41,1326,329,640,0.514,77,206,0.374,252,434,0.581,0.574,125,198,0.631,76,319,395,71,34,48,80,88,860,,,"
Christian Wood
"
7,2021-22,26,HOU,NBA,C,68,67,2094,440,878,0.501,131,336,0.39,309,542,0.57,0.576,207,332,0.623,110,576,686,155,54,65,126,171,1218,,,"
Christian Wood
"
0,2008-09,20,CHI,NBA,PG,81,80,3000,574,1208,0.475,16,72,0.222,558,1136,0.491,0.482,197,250,0.788,96,221,317,512,66,18,202,125,1361,,0.0,"
Derrick Rose
"
1,2009-10,21,CHI,NBA,PG,78,78,2871,672,1373,0.489,16,60,0.267,656,1313,0.5,0.495,259,338,0.766,65,228,293,469,57,27,217,96,1619,,0.0,"
Derrick Rose
"
2,2010-11,22,CHI,NBA,PG,81,81,3026,711,1597,0.445,128,385,0.332,583,1212,0.481,0.485,476,555,0.858,81,249,330,623,85,51,278,136,2026,,1.0,"
Derrick Rose
"
3,2011-12,23,CHI,NBA,PG,39,39,1375,302,695,0.435,54,173,0.312,248,522,0.475,0.473,194,239,0.812,26,105,131,307,35,28,119,52,852,,0.0,"
Derrick Rose
"
4,2013-14,25,CHI,NBA,PG,10,10,311,58,164,0.354,16,47,0.34,42,117,0.359,0.402,27,32,0.844,9,23,32,43,5,1,34,15,159,,0.0,"
Derrick Rose
"
5,2014-15,26,CHI,NBA,PG,51,51,1530,338,835,0.405,76,271,0.28,262,564,0.465,0.45,152,187,0.813,35,126,161,251,36,16,161,63,904,,0.0,"
Derrick Rose
"
6,2015-16,27,CHI,NBA,PG,66,66,2097,447,1048,0.427,44,150,0.293,403,898,0.449,0.448,142,179,0.793,46,179,225,311,44,14,175,84,1080,,0.0,"
Derrick Rose
"
7,2016-17,28,NYK,NBA,PG,64,64,2082,460,977,0.471,13,60,0.217,447,917,0.487,0.477,221,253,0.874,66,180,246,283,44,17,147,84,1154,,0.0,"
Derrick Rose
"
8,2017-18,29,TOT,NBA,PG,25,7,420,81,186,0.435,7,30,0.233,74,156,0.474,0.454,40,46,0.87,13,22,35,37,7,4,35,16,209,,0.0,"
Derrick Rose
"
9,2017-18,29,CLE,NBA,PG,16,7,308,58,132,0.439,6,24,0.25,52,108,0.481,0.462,35,41,0.854,10,19,29,26,3,4,28,14,157,,0.0,"
Derrick Rose
"
10,2017-18,29,MIN,NBA,PG,9,0,112,23,54,0.426,1,6,0.167,22,48,0.458,0.435,5,5,1.0,3,3,6,11,4,0,7,2,52,,0.0,"
Derrick Rose
"
11,2018-19,30,MIN,NBA,PG,51,13,1392,363,753,0.482,54,146,0.37,309,607,0.509,0.518,137,160,0.856,33,107,140,220,31,12,82,57,917,,0.0,"
Derrick Rose
"
12,2019-20,31,DET,NBA,PG,50,15,1298,369,753,0.49,45,147,0.306,324,606,0.535,0.52,121,139,0.871,27,94,121,278,40,16,126,49,904,,0.0,"
Derrick Rose
"
13,2020-21,32,TOT,NBA,PG,50,3,1279,287,611,0.47,50,129,0.388,237,482,0.492,0.511,110,127,0.866,20,110,130,209,49,19,78,56,734,,0.0,"
Derrick Rose
"
14,2020-21,32,DET,NBA,PG,15,0,342,79,184,0.429,13,39,0.333,66,145,0.455,0.465,42,50,0.84,6,23,29,63,18,4,29,17,213,,0.0,"
Derrick Rose
"
15,2020-21,32,NYK,NBA,PG,35,3,937,208,427,0.487,37,90,0.411,171,337,0.507,0.53,68,77,0.883,14,87,101,146,31,15,49,39,521,,0.0,"
Derrick Rose
"
16,2021-22,33,NYK,NBA,PG,26,4,636,122,274,0.445,37,92,0.402,85,182,0.467,0.513,30,31,0.968,21,57,78,103,22,12,39,15,311,,0.0,"
Derrick Rose
"
0,2008-09,20,NJN,NBA,C,82,75,2501,448,844,0.531,0,2,0.0,448,842,0.532,0.531,172,217,0.793,225,440,665,86,44,151,147,257,1068,,,"
Brook Lopez
"
1,2009-10,21,NJN,NBA,C,82,82,3027,563,1129,0.499,0,2,0.0,563,1127,0.5,0.499,416,509,0.817,270,439,709,187,55,139,204,251,1542,,,"
Brook Lopez
"
2,2010-11,22,NJN,NBA,C,82,82,2889,644,1309,0.492,0,1,0.0,644,1308,0.492,0.492,385,489,0.787,197,291,488,129,47,120,176,240,1673,,,"
Brook Lopez
"
3,2011-12,23,NJN,NBA,C,5,5,136,38,77,0.494,0,0,,38,77,0.494,0.494,20,32,0.625,8,10,18,6,1,4,6,8,96,,,"
Brook Lopez
"
4,2012-13,24,BRK,NBA,C,74,74,2253,570,1094,0.521,0,1,0.0,570,1093,0.522,0.521,297,392,0.758,208,304,512,70,33,154,131,152,1437,,,"
Brook Lopez
"
5,2013-14,25,BRK,NBA,C,17,17,533,129,229,0.563,0,1,0.0,129,228,0.566,0.563,94,115,0.817,39,63,102,16,9,30,28,52,352,,,"
Brook Lopez
"
6,2014-15,26,BRK,NBA,C,72,44,2100,506,987,0.513,1,10,0.1,505,977,0.517,0.513,223,274,0.814,214,321,535,50,43,126,104,206,1236,,,"
Brook Lopez
"
7,2015-16,27,BRK,NBA,C,73,73,2457,591,1157,0.511,2,14,0.143,589,1143,0.515,0.512,317,403,0.787,204,369,573,147,58,124,175,215,1501,,,"
Brook Lopez
"
8,2016-17,28,BRK,NBA,C,75,75,2222,555,1172,0.474,134,387,0.346,421,785,0.536,0.531,295,364,0.81,121,282,403,176,38,124,184,192,1539,,,"
Brook Lopez
"
9,2017-18,29,LAL,NBA,C,74,72,1735,369,793,0.465,112,325,0.345,257,468,0.549,0.536,111,158,0.703,74,220,294,126,30,98,98,195,961,,,"
Brook Lopez
"
10,2018-19,30,MIL,NBA,C,81,81,2322,355,786,0.452,187,512,0.365,168,274,0.613,0.571,112,133,0.842,33,363,396,98,51,179,82,189,1009,,,"
Brook Lopez
"
